"","TG_0","TG_1","TG_2","tKO_0","tKO_1","tKO_2","WT_0","WT_1","WT_2"
"Drd3",0,0,0,0,0,0,0,0,0
"Drd4",0,0,0,0,0,0,0,0,0
"Drd5",0,0,0,0,0,0,0,0,0
"Dreh",0,0,0,0,0,0,0,0,0
"Drg1",75.7498,63.3405,61.2701,100.467,91.7569,92.2066,68.9196,93.9906,76.1642
"Drg2",61.0411,46.331,52.3936,50.7923,68.9802,77.9924,51.4607,51.314,79.2987
"Drosha",11.4245,7.94828,7.17391,4.73392,4.69759,10.2411,9.18982,6.8135,5.54869
"Drp2",0.0687363,0,0,0,0,0,0,0,0
"Dsc1",0,0,0,0,0,0,0,0,0
"Dsc2",0,0,0,0,0,0,0,0,0
"Dsc3",0,0,0,0,0,0,0,0,0
"Dscam",0.0640344,0,0,0,0,0,0,0,0
"Dscaml1",0,0,0,0,0,0,0,0,0
"Dscc1",17.2479,20.6797,23.2773,7.99726,33.9479,25.689,26.3331,20.1432,30.5056
"Dscr3",12.0555,15.4473,14.2106,21.4436,18.6192,14.7604,17.6522,17.3608,14.7582
"Dse",0.926764,0.650851,1.37358,1.46817,1.69972,2.02118,3.02146,2.64141,2.3775
"Dsel",0.167626,0.353164,0.331255,0.531102,0,0,0,0.191103,0
"Dsg1a",0,0,0,0,0,0,0,0,0
"Dsg1b",0,0,0,0,0,0,0,0,0
"Dsg1c",0,0,0,0,0,0,0,0,0
"Dsg2",0,0,0,0,0,0,0,0,0
"Dsg3",0,0,0,0,0,0,0,0,0
"Dsg4",0,0,0,0,0,0,0,0,0
"Dsn1",15.0008,14.78,13.2735,15.6063,19.7101,17.5784,8.17536,15.8255,13.7849
"Dsp",0.0496404,0,0,0,0,0,0.129471,0,0
"Dspp",0,0,0,0,0,0,0,0,0
"Dst",0.166182,0.0283933,0,0.344051,0.100531,0,0,0,0.0742845
"Dstn",21.4001,16.57,26.0246,13.9084,26.1656,28.7209,16.4584,15.6393,19.8952
"Dstyk",1.05536,0.211762,0.595876,0.477684,0.27651,0.657613,0.196613,0.687527,0.825115
"Dtd1",25.4165,32.0674,27.2418,24.5682,17.3818,18.7902,20.2244,22.5916,24.1657
"Dtd2",3.15632,5.54152,5.45773,2.50011,1.4472,0,4.11614,4.49798,2.69906
"Dthd1",0.625422,0,0,0,0,0,0,0,0
"Dtl",29.0113,32.7296,25.7875,22.1491,35.0445,42.6889,29.7806,28.1599,26.6217
"Dtna",0,0,0,0,0,0,0,0,0
"Dtnb",6.27571,7.30611,9.40836,6.9498,6.35028,11.3271,7.33751,4.93422,5.03343
"Dtnbp1",31.5226,43.0932,34.8845,39.9503,30.8339,40.3321,46.0414,25.875,35.0786
"Dtwd1",11.4284,7.45241,9.67903,7.7592,13.4744,24.9243,13.8392,11.1677,13.4026
"Dtwd2",2.69179,1.7792,3.75488,1.00337,1.74242,2.76261,2.06491,3.24931,1.73314
"Dtx1",12.0719,10.0616,16.7778,11.7687,8.75876,3.47177,12.4559,10.8891,6.71561
"Dtx2",13.5028,14.13,11.1224,14.0114,4.42382,7.01415,9.90105,9.94978,10.3832
"Dtx3",2.13948,2.62935,3.17096,0,2.94291,0,4.88263,1.82934,3.29315
"Dtx3l",39.0344,32.3437,39.5865,15.4224,18.198,17.9651,25.3912,23.9048,27.7921
"Dtx4",0.585953,0.470293,0.330839,2.65217,0.921135,0,0.218325,0.381725,0.229058
"Dtymk",60.8128,74.2563,69.2427,116.345,102.53,170.996,61.8835,97.8144,76.407
"Duox1",0.184037,0,0,0.583099,0,0,0,0,0
"Duox2",0.10709,0,0,0,0,0,0,0,0
"Duoxa1",0,0,0,0,0,0,0,0,0
"Duoxa2",0,0,0,0,0,0,0,0,0
"Dupd1",0,0,0,0,0,0,0,0,0
"Dus1l",20.7415,19.9325,20.4943,29.3997,19.0203,14.2848,17.0835,14.3123,16.4297
"Dus2",7.02436,6.31421,11.105,10.6828,6.1838,17.1578,9.52683,7.68783,10.764
"Dus3l",23.7173,18.3684,21.9015,19.6643,18.7003,27.0712,20.8125,25.7756,20.3193
"Dus4l",7.13925,4.59585,7.05416,3.76998,12.0025,7.78502,5.43098,5.4261,10.175
"Dusp1",4.55161,4.88869,5.29101,5.08984,3.92838,2.33568,5.58656,2.44192,2.56428
"Dusp10",28.0322,29.9858,26.414,23.5276,25.1953,14.5754,31.4725,28.7836,28.1938
"Dusp11",15.0329,12.8159,15.0754,8.05679,11.5221,9.78665,14.0448,14.8362,15.4516
"Dusp12",21.0608,15.0691,18.8465,22.6625,18.9487,20.7992,11.4006,12.6848,19.5727
"Dusp13",0,0,0,0,0,0,0,0,0
"Dusp14",1.1259,0,2.96661,7.13454,0,0,1.9577,0,0.513486
"Dusp15",0,0,0,0,0,0,0,0,0
"Dusp16",4.5563,4.79974,3.3765,1.49756,2.43728,3.09247,3.46732,1.9485,2.07799
"Dusp18",0,0.147768,0,0,0,0,0,0.239879,0
"Dusp19",1.47741,2.59381,2.9196,7.02149,8.12886,3.22209,3.85336,5.89515,5.05349
"Dusp2",55.5933,52.6709,50.7052,70.8732,56.7115,74.6116,27.4552,36.7526,35.106
"Dusp21",0,0,0,0,0,0,0,0,0
"Dusp22",10.4421,8.71874,8.17835,6.55618,3.79129,4.51285,5.397,3.5386,4.95034
"Dusp23",2.29994,1.61515,7.57507,4.85805,0,3.34396,2.99933,0.874018,2.09785
"Dusp26",0,0,0,0,0,0,0,0,0
"Dusp27",0,0,0,0,0,0,0.318115,0,0
"Dusp28",4.69737,5.58254,2.85623,2.2897,3.97622,3.15216,4.71216,1.64777,0
"Dusp3",2.67909,2.12689,1.38113,1.47624,0.427265,1.01615,1.82284,2.12474,1.59372
"Dusp4",12.5646,15.5887,14.0702,15.9238,10.7538,9.13409,10.3774,16.2343,7.73594
"Dusp5",23.4518,28.8207,28.9653,9.28801,14.3371,4.26218,17.8402,8.91211,9.35865
"Dusp6",7.36219,6.80966,3.5485,17.068,7.24525,4.69939,5.15174,9.00745,12.0384
"Dusp7",12.2306,11.9598,12.8497,9.81042,7.38247,6.75286,15.3441,9.53104,10.8029
"Dusp8",0,0,0,0,0,0,0.263284,0,0
"Dusp9",0.559605,0.261998,0,0,0,0,0,0,0.255218
"Dut",66.5355,68.6098,60.5645,81.3574,88.3982,78.3243,66.3262,81.091,89.8848
"Dux",0,0,0,0,0,0,0,0,0
"Duxbl1",0,0,0,0,0,0,0,0,0
"Duxbl2",0,0,0,0,0,0,0,0,0
"Duxbl3",0,0,0,0,0,0,0,0,0
"Dvl1",3.99944,3.95303,6.43992,1.8773,4.89008,5.16883,7.34053,4.72846,3.44537
"Dvl2",17.0502,19.3979,20.8903,33.4934,14.3845,25.2858,27.5715,13.218,16.7963
"Dvl3",5.42039,6.89951,11.381,5.36683,3.72795,2.95534,7.95228,4.24844,3.01283
"Dxo",19.4528,18.3893,14.7849,21.3344,8.2327,6.5264,15.6108,13.6471,13.8191
"Dydc1",0,0,0,0,0,0,0,0,0
"Dydc2",0,0,0,0,0,0,0,0,0
"Dym",18.4816,14.1329,14.6091,13.0126,14.3116,14.3313,13.9255,17.3243,13.2053
"Dynap",0,0,0,0,0,0,0,0,0
"Dync1h1",50.9617,45.1065,47.2396,24.3448,33.7247,35.5199,32.0304,34.6649,32.9312
"Dync1i1",0,0,0,0,0,0,0,0,0
"Dync1i2",42.7312,39.2085,52.419,57.3036,65.4417,54.4061,47.5956,53.1552,59.4934
"Dync1li1",24.9083,26.774,36.1636,30.6012,22.3752,22.1725,27.8423,22.022,25.7336
"Dync1li2",7.67824,8.86407,8.31421,10.6641,5.78719,9.17563,7.95564,8.39388,7.62721
"Dync2h1",0.778595,0.570574,0.936556,1.28707,0.745027,2.36249,0.441461,0.926234,1.06528
"Dync2li1",0,0,0,0,0,0,0,0,0
"Dynll1",77.0924,83.4579,91.1045,102.248,117.434,87.1378,108.218,95.1895,89.0081
"Dynll2",31.7596,36.5497,40.4916,37.6537,23.2992,19.6622,27.2553,18.2206,22.4276
"Dynlrb1",124.588,111.504,103.654,140.045,162.494,159.266,154.144,164.32,223.499
"Dynlrb2",0,0,0,0,0,0,0,0,0
"Dynlt1a",0,0.276038,0,0,0,0.857219,0,0.224053,0
"Dynlt1b",49.9634,41.4119,55.033,10.3805,6.00883,0,8.54517,9.33788,16.8099
"Dynlt1c",0,0,0,0,0,0,0,0,0
"Dynlt1f",0,0,0,0,0,0,0,0,0
"Dynlt3",4.05965,4.36031,1.88765,7.56618,5.25567,6.24968,3.11421,5.98947,5.88115
"Dyrk1a",14.5126,15.4288,14.8942,16.7667,9.1173,8.39355,14.4296,12.4318,11.1897
"Dyrk1b",1.26947,2.37747,0,5.36317,0.775981,0,1.65548,1.44722,0.289338
"Dyrk2",2.88931,8.79269,8.56462,1.52574,2.64955,4.20088,5.02391,2.19599,1.64715
"Dyrk3",5.48108,4.54906,3.93873,7.89371,3.65545,4.34681,2.59921,5.68067,3.74962
"Dyrk4",0.498014,0,0.984156,0,0,0,0,0.567764,0
"Dysf",0.140328,0.101253,0.28505,0,0,0,0,0,0
"Dytn",0,0,0,0,0,0,0,0,0
"Dyx1c1",0,0,0,0,0,0,0,0,2.25035
"Dzank1",0,0,0,0,0,0,0.183387,0.160319,0
"Dzip1",0,0.15316,0,0,0,0,0,0,0
"Dzip1l",0,0,0,0,0,0,0.326223,0,0
"Dzip3",4.11381,5.28886,9.30145,2.98259,2.76238,4.10605,4.14744,4.71959,7.46865
"E030002O03Rik",0,0,0,0,0,0,0,0,0
"E030003E18Rik",0,0,0,0,0,0,0,0,0
"E030011O05Rik",3.31709,0,0,0,0,0,0,0,0
"E030013I19Rik",0,0,0,0,0,0,0,0,0
"E030018B13Rik",0,0,0,0,0,0,0,0,0
"E030019B06Rik",0,0,0,0,0,0,0,0,0
"E030019B13Rik",0,0,0,0,0,0,0,0,0
"E030024N20Rik",2.04327,3.08251,1.19639,0.95909,0.832762,2.6407,2.36855,3.79613,3.5204
"E030025P04Rik",0,0,0,0,0,0,0,0,0
"E030030I06Rik",2.51795,2.65729,4.65184,3.72915,0,0,4.60471,1.34182,0.678486
"E030044B06Rik",0,0,0,0,0,0,0,0,0
"E130006D01Rik",0,0,0,0,0,0,0,0,0
"E130008D07Rik",0.107858,0,0,0,0,0,0,0,0.147572
"E130012A19Rik",10.0717,10.1484,8.65363,4.16231,9.63752,1.91004,8.56596,3.49462,5.99138
"E130018N17Rik",0,0,0,0,0,0,0,0,0
"E130102H24Rik",0.000571448,0.00065737,0,0,0.000430113,0.000953493,12.9358,11.64,4.66278
"E130112N10Rik",0.405319,0.569275,3.2039,2.56841,0,0,1.05715,0.924173,0
"E130114P18Rik",0,0,0,0,0,0,0,0,0
"E130201H02Rik",1.43406,0,2.83392,4.54363,2.63011,0,3.74028,3.26981,0
"E130215H24Rik",1.90237,0.890607,0,4.01829,0,0,1.65391,0,0
"E130218I03Rik",21.5028,34.2814,25.2661,40.5092,23.4497,16.1131,28.7996,13.251,39.7571
"E130304I02Rik",6.59036,9.25557,0,0,0,0,4.91111,2.14668,2.57628
"E130307A14Rik",0.637225,0.895001,2.51852,0,0,0,2.493,0,0.871854
"E130308A19Rik",5.19591,3.94763,8.49591,2.51829,2.25282,1.33942,5.20606,2.98557,4.61894
"E130309D02Rik",22.6327,32.0943,16.3421,12.4112,14.3685,13.2892,12.4872,18.3595,18.1628
"E130309D14Rik",0,0,0,0,0,0,0,0,0
"E130309F12Rik",0,0,0,0,0,0,0,0,0
"E130310I04Rik",0,0,0,0,0,0,0,0,0
"E130311K13Rik",0.347855,0,0,0,0,3.03456,0.907271,0.793148,0
"E130317F20Rik",2.60961,0.192914,0.543242,0.870386,0,0,1.43292,0,0.18792
"E230008N13Rik",0.286577,0.268345,0,0,0,0,0,0,0
"E230016K23Rik",0,0,0.952955,0,0,0,0,0,0
"E230016M11Rik",1.49306,1.67764,1.18021,0,0,0,1.55767,0.680869,0.408562
"E230019M04Rik",0,0,0,0,0,0,0,0,0
"E230025N22Rik",0,0,0,0,0,0,0,0,0
"E230029C05Rik",0,0,0,0,0,0,0,0,0
"E2f1",8.26955,10.0609,11.6147,19.7857,14.8216,24.0339,18.695,7.98274,4.27204
"E2f2",10.8912,10.968,7.30962,5.85976,7.1608,4.48164,9.9154,6.09115,9.98112
"E2f3",10.0173,10.7484,11.0487,12.6702,16.2149,17.4427,14.2546,12.0176,9.8191
"E2f4",50.7239,59.5524,54.4887,82.4167,34.3493,49.9227,51.562,39.1452,37.0137
"E2f5",6.62463,8.03571,8.33085,3.81624,12.1498,7.88056,8.63913,3.43293,3.70794
"E2f6",6.50925,3.52458,8.26524,3.9754,4.6024,5.47308,9.0061,8.10602,4.57809
"E2f7",3.00468,3.8479,3.49278,0,1.62079,6.16745,3.91837,0.604499,1.81368
"E2f8",12.2884,15.759,14.2536,13.5424,13.7184,20.9739,14.9801,11.8776,20.1026
"E330009J07Rik",6.65912,9.35299,6.31656,3.37578,4.88523,4.64734,11.8104,7.2881,4.00886
"E330011O21Rik",0,0,0,0,0,0,0,0,0
"E330012B07Rik",0,0,0,0,0,0,0,0,0
"E330013P04Rik",0,0,0,0,0,0,0,0,0
"E330014E10Rik",0,0,0,0,0,0,0,0,0
"E330017A01Rik",0,0,0,0,0,0,0,0,0
"E330017L17Rik",0,0,0,0,0,0,0,0,0
"E330020D12Rik",1.77514,0,0,1.12487,1.9534,1.54857,0.92598,0.809505,1.21438
"E330021D16Rik",0,0,0,0,0,0,0,0,0
"E330023G01Rik",0,0,0,0,0,0,0,0,0
"E330033B04Rik",0,0.100564,0,0,0,0,0,0,0
"E330034G19Rik",0,0,0,0,0,0,0,0,0
"E430016F16Rik",0,0,0,0,0,0,0,0,0
"E430018J23Rik",1.18793,3.0033,2.81704,3.01105,0,2.07261,2.47867,2.70861,0
"E430025E21Rik",14.5332,13.3798,16.8941,19.3473,14.7831,17.0463,13.3783,11.974,14.2031
"E4f1",7.26824,13.2436,6.98751,13.6926,12.2494,18.8503,13.8334,13.885,9.4069
"E530001F21Rik",0,0,0,0,0,0,0,0,0
"E530011L22Rik",0,0,0,0,0,0,0,0,0
"EU599041",0,0,0,0,0,0,0,0,0
"Eaf1",11.6627,11.3532,6.84576,19.0247,8.47122,19.1394,9.63755,9.21515,11.8492
"Eaf2",9.11827,7.37369,9.82863,10.5054,15.2029,14.5475,9.36867,5.67019,7.18295
"Eapp",59.2304,43.5377,30.6296,31.5697,56.8534,24.145,41.8695,47.9624,40.8983
"Ear1",2.73069,0,0,0,0,0,0,0,0
"Ear10",0,0,0,0,0,0,0,0,0
"Ear14",0,0,0,0,0,0,0,0,0
"Ear2",0,0,0,0,0,0,0,0,0
"Ear3",0,0,0,0,0,0,0,0,0
"Ear4",0,0,0,0,0,0,0,0,0
"Ear6",0,0,0,0,0,0,0,0,0
"Ear7",0,0,0,0,0,0,0,0,0
"Ears2",7.93423,7.95993,8.95961,10.7737,4.15761,2.47197,10.347,7.75325,3.48931
"Ebag9",5.13355,2.88408,2.70526,0,1.25535,5.97109,6.24832,4.68203,7.02375
"Ebf1",20.7733,18.8989,22.8302,20.6638,12.3035,20.313,19.9319,19.7569,16.8268
"Ebf2",0,0.12288,0,0,0,0,0,0,0
"Ebf3",0,0,0,0,0,0,0,0,0
"Ebf4",0,0,0,0,0,0,0,0,0
"Ebi3",60.5456,85.711,68.3702,182.697,75.7911,146.716,81.4637,105.182,99.275
"Ebna1bp2",33.9605,34.8846,32.7209,56.7441,42.7626,58.9569,40.1012,60.483,44.6155
"Ebp",32.0845,28.9088,28.7113,32.6066,41.0798,42.248,34.736,35.1978,33.1306
"Ebpl",1.98781,1.39598,0.982058,0,6.38,4.33523,1.94422,1.13311,0.679932
"Ecd",44.9575,41.8731,37.1756,40.4092,30.9932,40.3319,36.591,43.984,35.5543
"Ece1",12.0203,12.0595,10.3799,8.32105,7.03977,2.64354,9.48437,7.3701,6.63376
"Ece2",28.5724,32.605,23.5265,26.4041,15.2841,20.7712,27.9458,23.0733,17.9176
"Ecel1",0,0,0,0,0,0,0,0,0
"Ech1",53.7237,47.5084,53.0833,44.1303,43.7916,30.3764,35.0303,47.6373,29.9464
"Echdc1",3.47442,3.90959,5.82423,9.52246,12.0119,10.37,12.4473,10.15,14.0699
"Echdc2",0.448862,0,0,0,0,0,0,0,0
"Echdc3",0,0,0,0,0,0,0,0,0
"Echs1",25.2935,28.9277,21.4218,52.6631,37.1114,25.2173,24.5032,40.3705,32.1348
"Eci1",51.8469,72.8184,57.9559,66.372,38.4198,45.6861,49.1732,39.4056,65.2048
"Eci2",15.3424,12.3917,13.6382,14.4671,16.8852,13.3855,11.0053,10.4955,13.536
"Eci3",0,0,1.60895,0,0,0,0,0,0
"Ecm1",2.19812,3.08734,2.17192,0,2.01571,0,0.716638,0,0.751869
"Ecm2",0,0,0,0,0,0,0,0,0
"Ecscr",0,0,0,0,0,0,0,0,0
"Ecsit",18.4829,18.8346,17.1903,34.4523,18.6847,31.6197,21.7409,19.2432,18.7314
"Ect2",19.0959,13.3622,14.6027,16.3888,23.9429,17.1901,15.0972,20.2186,21.6885
"Ect2l",0,0,0,0,0,0,0,0,0
"Eda",0.0984986,0,0,0,0,0,0.256894,0,0
"Eda2r",0,0,0,0,0,0,0,0,0
"Edar",0.133992,0,0,0,0,0,0,0,0
"Edaradd",0,0.165723,0,0.373831,0.216394,0,0.307735,0.403539,0.242148
"Edc3",14.2474,13.7578,11.7313,10.3449,14.6983,12.9468,13.1608,14.8893,10.965
"Edc4",31.4763,34.4843,37.3213,32.5781,39.2555,41.1881,36.9432,34.2101,34.0221
"Eddm3b",0,0,0,0,0,0,0,0,0
"Edem1",13.6793,14.5838,14.3305,12.0102,5.74311,7.18874,8.81207,10.7099,10.711
"Edem2",15.5901,14.7023,20.2457,9.8791,17.1557,3.88579,13.9413,11.172,13.4077
"Edem3",7.71731,7.15818,8.34469,0.461346,5.07401,5.71609,4.17754,5.6441,2.88874
"Edf1",236.995,230.748,271.559,252.4,259.334,304.038,288.286,177.098,212.539
"Edil3",0.0903948,0,0,0,0,0,0,0,0
"Edn1",1.52264,0.916553,1.71942,0,0,0,0,0,0
"Edn2",0,0,0,0,0,0,0,0,0
"Edn3",0,0,0,0,0,0,0,0,0
"Ednra",0,0,0,0,0,0,0,0,0
"Ednrb",0.180183,0,0.712162,0,0,0,0,0,0
"Edrf1",7.35049,7.13778,9.32517,6.32544,8.6545,15.8328,8.75732,10.3456,6.45632
"Eea1",3.72448,2.40126,4.10239,1.93452,5.37508,4.79375,2.86647,3.75886,3.75923
"Eed",52.1556,47.193,54.5071,60.3794,103.933,113.747,59.5138,101.769,82.3379
"Eef1a1",3958.33,3501.5,3584.85,2596.65,3929.99,4330.13,3472.74,3849.78,4890.88
"Eef1a2",0.252651,0.709717,0,0,0,0,0,0,0
"Eef1b2",331.572,327.732,293.581,335.97,398.828,448.433,319.387,327.691,407.629
"Eef1d",322.918,284.241,293.054,354.915,506.75,441.479,418.028,385.011,395.243
"Eef1e1",99.0031,82.8039,90.1291,119.833,97.9282,106.745,107.349,107.796,120.998
"Eef1g",712.176,672.445,622.648,589.014,710.739,778.085,649.764,611.668,826.652
"Eef2",1554.28,1507.78,1333.34,1068.87,1000.93,1105.36,1000.67,855.002,1169.99
"Eef2k",2.65386,2.66253,5.39429,3.36337,2.22504,2.64585,1.58211,1.72888,4.04599
"Eefsec",32.1678,28.2714,27.5093,25.0329,13.1104,9.84631,25.5133,16.7281,19.0462
"Eepd1",0.754289,0.52972,0.745298,0,0,0,0,0.859932,0
"Efcab1",0,0,0,0,0,0,0,0,0
"Efcab10",0,0,0,0,0,0,0,0,0
"Efcab11",2.99448,3.5049,3.94505,3.16255,0.915331,0,1.30169,1.13796,4.77991
"Efcab12",3.37214,1.11443,0,0,0,0,2.06945,0,0
"Efcab14",4.20786,5.11154,3.14637,0,4.17155,3.96841,4.44927,5.18616,4.97921
"Efcab2",1.19679,1.12063,0,1.26396,0.73165,1.74006,1.04048,1.36441,1.91036
"Efcab3",0,0,0,0,0,0,0,0,0
"Efcab4a",0,0,0,0,0,0,0,0,0
"Efcab4b",0.521947,2.19921,2.0629,0,0,0,0,0,0
"Efcab5",0,0,0,0,0,0,0.273039,0.238694,0
"Efcab6",0.212637,0,0,0,0,0,0,0,0
"Efcab7",0.576187,2.02319,0,1.82558,4.22699,12.5661,3.0056,1.97066,1.18251
"Efcab8",0,0,0,0,0,0,0,0,0
"Efcab9",0,0,0,0,0,0,0,0,0
"Efcc1",0,0,0,0,0,0,0,0,0
"Efemp1",0,0,0,0,0,0,0,0,0
"Efemp2",0.343951,0,0,0,0,0,0,0,0
"Efhb",0,0,0,0,0,0,1.97692,0.432063,0
"Efhc1",0.232259,0,0,1.47177,0,0,0,0,0
"Efhc2",0,0,0,0,0,0,0,0,0
"Efhd1",0,0,0,0,0,0,0,0,0
"Efhd2",50.0359,53.1589,53.2426,36.5845,24.3145,44.7687,29.5584,19.5021,26.9157
"Efna1",0,0,0,0,0,0,0.975349,0.852616,0
"Efna2",0,0,0,0,0,0,0,0,0
"Efna3",0,0,0,0,0,0,0,0,0
"Efna4",0.334142,0.938621,0,0,0,0,0,1.52376,0
"Efna5",0,0,0,0,0,0,0,0,0
"Efnb1",0,0.428358,0,0.966281,2.23735,0,0,1.39076,0.41727
"Efnb2",0,0,1.34222,0,0,0,0.29525,0.258111,0
"Efnb3",0,0.217234,0,0,0,0,0,0,0
"Efr3a",11.354,11.111,11.0348,10.6152,10.2411,12.9899,10.1948,10.8222,9.93196
"Efr3b",0,0.103178,0,0,0,0.640826,0.574782,0,0
"Efs",0.138326,0,0,0,0,0,0,0,0
"Eftud1",36.2469,28.075,25.9566,14.7389,33.8398,27.2211,34.6851,42.225,41.791
"Eftud2",111.432,98.3475,104.805,113.281,127.322,124.761,95.5871,94.7689,123.727
"Egf",0.102319,0.143714,0,0.648369,0,0,0,0,0.139993
"Egfbp2",0,0,0,0,0,0,0,0,0
"Egfem1",0,0,0,0,0,0,0,0,0
"Egfl6",0,0,0,0,0,0,0,0,0
"Egfl7",0.483949,2.71912,3.82588,6.1341,1.77533,4.22229,0,0,0.662168
"Egfl8",0,0,0,0,0,0,0,0,0.669181
"Egflam",0,0,0,0,0,0,0,0,0
"Egfr",0,0,0,0,0,0,0,0,0
"Egln1",8.27666,10.6399,16.0788,13.334,8.23305,13.4615,19.3918,7.99649,9.59675
"Egln2",15.4076,19.2362,14.499,17.0473,13.4563,2.1335,13.3953,7.24928,7.36154
"Egln3",1.50675,1.85177,0.744395,7.16093,2.76343,0,11.7896,3.43556,1.28846
"Egr1",9.57964,8.43798,10.9093,17.4909,10.7203,8.49856,7.62268,8.88514,17.3278
"Egr2",2.86708,0.710644,6.66567,12.8245,6.8049,8.82754,7.47788,7.6909,3.2305
"Egr3",5.13273,2.67512,2.50917,0.820826,1.42554,2.21529,2.64935,2.60561,0.694714
"Egr4",0,0,0,0,0,0,0,0,0
"Ehbp1",0.683638,0.274238,0,1.85689,2.5081,0,0.509397,0.445299,0.400792
"Ehbp1l1",20.3831,20.2717,23.0174,18.5881,17.6489,25.5887,22.1628,18.4726,16.4574
"Ehd1",43.4724,45.9045,35.8467,40.6275,21.7967,24.5549,28.55,32.4464,32.7349
"Ehd2",12.074,11.4585,9.67305,1.03392,2.39396,0,5.10669,3.72028,2.45563
"Ehd3",1.07876,1.32579,2.66475,8.5448,1.97848,4.70535,0.703401,2.45969,2.39844
"Ehd4",23.5566,21.1673,17.9267,13.9074,19.8576,15.3167,13.7381,13.0109,13.813
"Ehf",0,0,0,0,0,0,0,0,0
"Ehhadh",4.64661,2.56395,7.87067,3.15476,1.82615,1.44769,2.16415,3.78385,2.27054
"Ehmt1",13.9325,11.1259,14.729,23.5835,15.4986,19.7035,19.662,17.4679,19.039
"Ehmt2",34.5912,30.4487,32.0218,34.2719,24.049,42.3639,29.9509,22.1901,26.9586
"Ei24",5.75487,4.87713,1.81961,2.91738,5.91059,10.0407,6.60429,4.72383,7.55888
"Eid1",10.5491,7.82769,5.50666,13.8739,10.2212,8.6817,8.82522,11.3458,10.3484
"Eid2",0.857614,1.20452,1.69478,0,0,3.74075,0,0,0.586695
"Eid2b",3.14539,2.94524,1.65755,1.32877,3.07667,0,0,3.34686,3.44283
"Eid3",0.422588,0,0,2.67784,0,0,0,0,0
"Eif1",462.416,427.142,505.239,619.967,533.228,491.159,728.214,506.135,567.644
"Eif1a",22.8029,19.559,13.0715,15.4423,25.5397,28.8515,26.786,33.3391,34.295
"Eif1ad",23.0197,21.9397,25.9946,18.2338,19.6016,19.7229,19.8345,24.8378,26.9962
"Eif1ax",338.792,311.496,370.96,309.601,280.612,286.015,253.185,212.543,324.563
"Eif1b",51.4249,45.7116,51.4551,41.249,47.7544,22.7145,74.7028,41.5585,58.7815
"Eif2a",63.3229,59.9175,58.836,36.6064,74.1643,89.1602,63.7451,65.3524,87.2467
"Eif2ak1",12.7847,9.66905,12.4381,16.2028,15.1507,22.3059,19.4939,18.3873,13.994
"Eif2ak2",22.2628,20.6348,22.3324,9.30945,16.1665,11.8302,21.8114,17.5218,23.3475
"Eif2ak3",7.81461,7.77478,12.8691,7.56545,8.36049,7.57464,6.5109,7.42424,5.93999
"Eif2ak4",7.9989,5.74813,8.08746,5.89382,4.77753,6.4911,5.57953,4.97218,7.1264
"Eif2b1",31.6663,26.7613,20.1521,35.711,28.5463,42.139,21.6978,35.4894,42.2244
"Eif2b2",57.7563,58.2156,60.4248,55.9746,48.6018,41.493,51.3945,46.4791,43.6947
"Eif2b3",33.8875,26.2262,32.8002,21.9119,21.5625,27.149,24.3509,33.1146,24.6019
"Eif2b4",52.9413,45.2694,32.4478,50.0976,31.2294,50.3988,30.9294,42.2876,57.4113
"Eif2b5",58.5903,56.4375,47.7217,58.9521,55.1805,37.9886,57.8217,47.3892,54.1645
"Eif2d",15.2316,18.4425,15.5689,14.977,16.3758,9.16369,15.7537,13.772,14.3723
"Eif2s1",94.1473,86.0862,70.5492,79.078,130.371,122.645,87.7566,102.651,130.326
"Eif2s2",174.806,155.187,183.281,141.817,205.598,230.412,181.95,241.353,276.135
"Eif2s3x",96.646,82.7622,88.6925,74.1537,97.4634,94.8792,70.0196,104.532,88.3427
"Eif2s3y",0,0,3.52034,0,0,0,0,0.676966,14.6239
"Eif3a",157.044,140.429,139.988,114.003,194.193,205.989,152.989,200.404,198.202
"Eif3b",183.596,174.045,153.255,205.117,230.046,279.438,187.759,212.961,225.131
"Eif3c",395.908,376.822,367.653,319.519,298.48,341.28,315.631,319.935,383.246
"Eif3d",284.483,250.16,219.915,273.084,240.116,223.664,210.573,217.047,250.78
"Eif3e",244.542,196.405,210.35,149.891,316.437,330.767,226.818,281.568,326.017
"Eif3f",251.265,283.729,207.362,230.689,311.583,311.355,269.026,230.304,281.276
"Eif3g",224.715,203.108,212.475,228.243,252.408,267.318,206.116,218.189,273.621
"Eif3h",339.03,349.955,306.737,307.729,409.534,356.334,334.998,305.278,330.975
"Eif3i",336.742,258.825,342.872,370.822,397.295,349.289,352.117,442.426,403.14
"Eif3j1",1.87376,1.86398,1.84314,1.89629,1.85206,1.85778,1.8519,1.85201,1.84028
"Eif3j2",45.8354,52.6932,77.4219,35.5587,65.5168,57.0735,64.2207,64.5739,82.5011
"Eif3k",387.552,351.061,310.333,401.699,309.149,270.215,313.761,280.864,356.784
"Eif3l",276.597,258.091,237.368,235.675,239.497,230.718,183.947,194.729,234.452
"Eif3m",290.185,294.848,338.695,270.078,400.82,371.809,394.984,358.74,364.153
"Eif4a1",1025.03,889.449,957.92,904.259,1173.15,1131.04,837.789,1078.04,1247.81
"Eif4a2",44.5019,35.9373,59.4846,62.6734,72.677,73.1502,78.6371,85.5177,70.8966
